,tn_ved,perod,1_country,1_country_sum,1_country_weight,2_country,2_country_sum,2_country_weight,3_country,3_country_sum,3_country_weight,4_country,4_country_sum,4_country_weight,5_country,5_country_sum,5_country_weight
170,"25-Соль; сера; земли и камень; штукатурные материалы, известь и цемент",2017,BR-БРАЗИЛИЯ,32046787.6,0.39,BY-БЕЛАРУСЬ,14276907.0,0.17,LT-ЛИТВА,14015420.8,0.17,MA-МАРОККО,8585691.9,0.11,KZ-КАЗАХСТАН,3455142.9,0.04
171,"25-Соль; сера; земли и камень; штукатурные материалы, известь и цемент",2018,BR-БРАЗИЛИЯ,80985564.16,0.4,LT-ЛИТВА,26107231.47,0.13,US-СОЕДИНЕННЫЕ ШТАТЫ,24670507.96,0.12,BY-БЕЛАРУСЬ,17557088.47,0.09,SN-СЕНЕГАЛ,17466077.14,0.09
172,"25-Соль; сера; земли и камень; штукатурные материалы, известь и цемент",2019,BR-БРАЗИЛИЯ,29663193.21,0.23,BY-БЕЛАРУСЬ,21848748.99,0.17,LT-ЛИТВА,19727387.6,0.15,IL-ИЗРАИЛЬ,8254830.21,0.06,US-СОЕДИНЕННЫЕ ШТАТЫ,7494895.9,0.06
173,"25-Соль; сера; земли и камень; штукатурные материалы, известь и цемент",2020,BY-БЕЛАРУСЬ,24957004.19,0.31,BR-БРАЗИЛИЯ,12003234.13,0.15,LT-ЛИТВА,7429726.07,0.09,US-СОЕДИНЕННЫЕ ШТАТЫ,5749313.73,0.07,UY-УРУГВАЙ,3338741.27,0.04
174,"25-Соль; сера; земли и камень; штукатурные материалы, известь и цемент",2021,BR-БРАЗИЛИЯ,29830117.05,0.23,BY-БЕЛАРУСЬ,21504347.57,0.17,MA-МАРОККО,19939675.35,0.15,SN-СЕНЕГАЛ,14001138.8,0.11,TN-ТУНИС,7892327.07,0.06
175,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2015,NL-НИДЕРЛАНДЫ,15542133563.16,0.18,CN-КИТАЙ,12986424140.59,0.15,IT-ИТАЛИЯ,10052442253.55,0.11,DE-ГЕРМАНИЯ,5733077886.81,0.07,PL-ПОЛЬША,4736696924.32,0.05
176,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2016,CN-КИТАЙ,11901330871.34,0.18,NL-НИДЕРЛАНДЫ,10530508268.38,0.16,DE-ГЕРМАНИЯ,4247883666.82,0.06,IT-ИТАЛИЯ,4136959929.97,0.06,PL-ПОЛЬША,4109413950.75,0.06
177,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2017,CN-КИТАЙ,15839568464.9,0.19,NL-НИДЕРЛАНДЫ,12910508392.9,0.15,DE-ГЕРМАНИЯ,5335591097.8,0.06,PL-ПОЛЬША,5198239563.0,0.06,IT-ИТАЛИЯ,5016293659.5,0.06
178,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2018,CN-КИТАЙ,28356453553.04,0.23,NL-НИДЕРЛАНДЫ,15463302273.79,0.13,DE-ГЕРМАНИЯ,7416976610.11,0.06,PL-ПОЛЬША,7260362729.0,0.06,IT-ИТАЛИЯ,6127573620.36,0.05
179,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2019,CN-КИТАЙ,27258492136.73,0.24,NL-НИДЕРЛАНДЫ,14215384131.98,0.13,IT-ИТАЛИЯ,6648672708.89,0.06,TR-ТУРЦИЯ,5684524212.38,0.05,DE-ГЕРМАНИЯ,5549307669.79,0.05
180,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2020,CN-КИТАЙ,18308807359.35,0.26,NL-НИДЕРЛАНДЫ,7004334403.18,0.1,IT-ИТАЛИЯ,4432206597.64,0.06,DE-ГЕРМАНИЯ,4160573232.96,0.06,PL-ПОЛЬША,3346081715.71,0.05
181,"27-Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",2021,CN-КИТАЙ,26956357445.11,0.26,NL-НИДЕРЛАНДЫ,12347176519.9,0.12,DE-ГЕРМАНИЯ,6429600724.5,0.06,BY-БЕЛАРУСЬ,5042869075.32,0.05,US-СОЕДИНЕННЫЕ ШТАТЫ,5040051768.7,0.05
182,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2015,IT-ИТАЛИЯ,428094158.88,0.54,IN-ИНДИЯ,74500739.28,0.09,HK-ГОНКОНГ,72783239.3,0.09,CH-ШВЕЙЦАРИЯ,70943369.33,0.09,MK-РЕСПУБЛИКА МАКЕДОНИЯ,30090472.66,0.04
183,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2016,IN-ИНДИЯ,50486761.19,0.3,KZ-КАЗАХСТАН,44042861.04,0.26,BY-БЕЛАРУСЬ,12346348.14,0.07,DE-ГЕРМАНИЯ,10146220.31,0.06,US-СОЕДИНЕННЫЕ ШТАТЫ,9051837.43,0.05
184,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2017,KZ-КАЗАХСТАН,54920685.4,0.38,BY-БЕЛАРУСЬ,14967443.4,0.1,CN-КИТАЙ,11265021.8,0.08,DE-ГЕРМАНИЯ,10423623.1,0.07,US-СОЕДИНЕННЫЕ ШТАТЫ,9570786.1,0.07
185,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2018,KZ-КАЗАХСТАН,50417080.39,0.34,DE-ГЕРМАНИЯ,25602396.7,0.17,US-СОЕДИНЕННЫЕ ШТАТЫ,10048043.24,0.07,BY-БЕЛАРУСЬ,9961892.99,0.07,KG-КЫРГЫЗСТАН,9271569.81,0.06
186,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2019,KZ-КАЗАХСТАН,41648416.19,0.28,BY-БЕЛАРУСЬ,11846894.84,0.08,US-СОЕДИНЕННЫЕ ШТАТЫ,11826483.25,0.08,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,9933002.0,0.07,DE-ГЕРМАНИЯ,9424690.7,0.06
187,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2020,KZ-КАЗАХСТАН,30928077.31,0.24,DE-ГЕРМАНИЯ,18424010.5,0.14,"KR-КОРЕЯ, РЕСПУБЛИКА",17671671.8,0.14,BY-БЕЛАРУСЬ,10165655.0,0.08,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,8224185.32,0.06
188,"28-Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",2021,"KR-КОРЕЯ, РЕСПУБЛИКА",38258615.28,0.21,KZ-КАЗАХСТАН,38237643.05,0.21,BY-БЕЛАРУСЬ,18633139.69,0.1,US-СОЕДИНЕННЫЕ ШТАТЫ,12658699.13,0.07,CN-КИТАЙ,11323063.7,0.06
189,29-Органические химические соединения,2015,FI-ФИНЛЯНДИЯ,172636821.91,0.59,NL-НИДЕРЛАНДЫ,23922316.41,0.08,BY-БЕЛАРУСЬ,19036140.81,0.07,PL-ПОЛЬША,18410936.26,0.06,UA-УКРАИНА,11908160.31,0.04
190,29-Органические химические соединения,2016,FI-ФИНЛЯНДИЯ,154436897.85,0.45,BY-БЕЛАРУСЬ,31449304.14,0.09,PL-ПОЛЬША,27706553.02,0.08,UA-УКРАИНА,22345163.99,0.06,EG-ЕГИПЕТ,19082171.74,0.06
191,29-Органические химические соединения,2017,FI-ФИНЛЯНДИЯ,171032561.2,0.38,BY-БЕЛАРУСЬ,77487353.1,0.17,NL-НИДЕРЛАНДЫ,38518879.5,0.09,UA-УКРАИНА,36204040.2,0.08,PL-ПОЛЬША,30830839.3,0.07
192,29-Органические химические соединения,2018,FI-ФИНЛЯНДИЯ,257594679.56,0.42,BY-БЕЛАРУСЬ,120853881.23,0.2,UA-УКРАИНА,44210282.06,0.07,NL-НИДЕРЛАНДЫ,34550623.22,0.06,TR-ТУРЦИЯ,29049291.16,0.05
193,29-Органические химические соединения,2019,NL-НИДЕРЛАНДЫ,276776836.36,0.37,FI-ФИНЛЯНДИЯ,176858499.65,0.24,UA-УКРАИНА,62658328.56,0.08,BY-БЕЛАРУСЬ,55238285.39,0.07,PL-ПОЛЬША,41123742.84,0.06
194,29-Органические химические соединения,2020,FI-ФИНЛЯНДИЯ,165895696.47,0.32,NL-НИДЕРЛАНДЫ,129829116.36,0.25,BY-БЕЛАРУСЬ,51636013.12,0.1,PL-ПОЛЬША,38208862.88,0.07,UA-УКРАИНА,25658432.51,0.05
195,29-Органические химические соединения,2021,FI-ФИНЛЯНДИЯ,242493460.49,0.52,BY-БЕЛАРУСЬ,54485279.2,0.12,NL-НИДЕРЛАНДЫ,43307684.16,0.09,KZ-КАЗАХСТАН,22218501.3,0.05,TR-ТУРЦИЯ,19726054.56,0.04
196,30-Фармацевтическая продукция,2015,BY-БЕЛАРУСЬ,20184463.18,0.15,UZ-УЗБЕКИСТАН,17362837.56,0.13,KZ-КАЗАХСТАН,16297265.37,0.12,LT-ЛИТВА,7783595.93,0.06,UA-УКРАИНА,6983390.49,0.05
197,30-Фармацевтическая продукция,2016,BY-БЕЛАРУСЬ,25792911.53,0.17,UZ-УЗБЕКИСТАН,21827171.21,0.14,KZ-КАЗАХСТАН,21062664.6,0.14,UA-УКРАИНА,12952097.1,0.08,TM-ТУРКМЕНИСТАН,7612400.83,0.05
198,30-Фармацевтическая продукция,2017,BY-БЕЛАРУСЬ,43271712.1,0.2,UZ-УЗБЕКИСТАН,29553281.9,0.14,KZ-КАЗАХСТАН,27278552.6,0.13,UA-УКРАИНА,21562166.2,0.1,NG-НИГЕРИЯ,13649944.0,0.06
199,30-Фармацевтическая продукция,2018,UZ-УЗБЕКИСТАН,38836080.22,0.15,BY-БЕЛАРУСЬ,31577253.42,0.13,KZ-КАЗАХСТАН,30231402.76,0.12,DE-ГЕРМАНИЯ,23434641.82,0.09,NG-НИГЕРИЯ,22329303.0,0.09
200,30-Фармацевтическая продукция,2019,BY-БЕЛАРУСЬ,40192888.05,0.15,UZ-УЗБЕКИСТАН,39784878.88,0.15,KZ-КАЗАХСТАН,35814677.86,0.14,NG-НИГЕРИЯ,28236797.0,0.11,UA-УКРАИНА,19216719.31,0.07
201,30-Фармацевтическая продукция,2020,UZ-УЗБЕКИСТАН,47406514.71,0.14,BY-БЕЛАРУСЬ,42747465.95,0.13,UA-УКРАИНА,36229714.86,0.11,KZ-КАЗАХСТАН,35873016.81,0.11,NG-НИГЕРИЯ,26229091.0,0.08
202,30-Фармацевтическая продукция,2021,MX-МЕКСИКА,202031947.61,0.12,AE-ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,197006133.21,0.12,AR-АРГЕНТИНА,155654762.0,0.09,NNN-НЕИЗВЕСТНАЯ СТРАНА,121455629.66,0.07,IN-ИНДИЯ,99633802.73,0.06
203,31-Удобрения,2015,IT-ИТАЛИЯ,4532267.15,0.18,TR-ТУРЦИЯ,3446750.0,0.14,ES-ИСПАНИЯ,3403245.49,0.14,BR-БРАЗИЛИЯ,2869590.0,0.11,US-СОЕДИНЕННЫЕ ШТАТЫ,2156890.0,0.09
204,31-Удобрения,2016,BR-БРАЗИЛИЯ,9115972.5,0.34,ES-ИСПАНИЯ,3249539.81,0.12,MA-МАРОККО,1977500.0,0.07,US-СОЕДИНЕННЫЕ ШТАТЫ,1973274.0,0.07,IT-ИТАЛИЯ,1739739.43,0.07
205,31-Удобрения,2017,BY-БЕЛАРУСЬ,7778282.4,0.25,BR-БРАЗИЛИЯ,7685698.1,0.24,ES-ИСПАНИЯ,2370812.8,0.08,IL-ИЗРАИЛЬ,1919440.0,0.06,US-СОЕДИНЕННЫЕ ШТАТЫ,1827908.8,0.06
206,31-Удобрения,2018,BY-БЕЛАРУСЬ,7371066.29,0.55,KZ-КАЗАХСТАН,2702208.82,0.2,AM-АРМЕНИЯ,1216764.53,0.09,KG-КЫРГЫЗСТАН,971491.86,0.07,TM-ТУРКМЕНИСТАН,170558.0,0.01
207,31-Удобрения,2019,TR-ТУРЦИЯ,6582345.82,0.18,BR-БРАЗИЛИЯ,5995047.35,0.16,US-СОЕДИНЕННЫЕ ШТАТЫ,5505828.21,0.15,ES-ИСПАНИЯ,3124376.68,0.09,KZ-КАЗАХСТАН,2832418.11,0.08
208,31-Удобрения,2020,US-СОЕДИНЕННЫЕ ШТАТЫ,11053162.2,0.21,KZ-КАЗАХСТАН,8125542.79,0.16,ES-ИСПАНИЯ,4308292.68,0.08,TR-ТУРЦИЯ,4306439.4,0.08,IL-ИЗРАИЛЬ,3256145.29,0.06
209,31-Удобрения,2021,BY-БЕЛАРУСЬ,38584933.36,0.31,KZ-КАЗАХСТАН,29340654.15,0.23,US-СОЕДИНЕННЫЕ ШТАТЫ,18000602.9,0.14,BR-БРАЗИЛИЯ,9696584.5,0.08,ES-ИСПАНИЯ,5464788.25,0.04
210,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2015,UA-УКРАИНА,84708456.51,0.71,KZ-КАЗАХСТАН,10088927.52,0.09,BY-БЕЛАРУСЬ,8201344.06,0.07,TR-ТУРЦИЯ,7391774.67,0.06,IN-ИНДИЯ,2969521.85,0.03
211,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2016,TR-ТУРЦИЯ,25115239.3,0.33,BY-БЕЛАРУСЬ,11481579.53,0.15,KZ-КАЗАХСТАН,9173416.4,0.12,"KR-КОРЕЯ, РЕСПУБЛИКА",6079943.58,0.08,IN-ИНДИЯ,5340702.31,0.07
212,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2017,TR-ТУРЦИЯ,27309024.7,0.23,KZ-КАЗАХСТАН,18459519.6,0.15,BY-БЕЛАРУСЬ,18276034.2,0.15,"KR-КОРЕЯ, РЕСПУБЛИКА",10858047.6,0.09,IN-ИНДИЯ,6226023.4,0.05
213,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2018,TR-ТУРЦИЯ,30076272.85,0.25,KZ-КАЗАХСТАН,22672075.05,0.19,BY-БЕЛАРУСЬ,16572465.54,0.14,"KR-КОРЕЯ, РЕСПУБЛИКА",7417355.55,0.06,IN-ИНДИЯ,6712936.45,0.06
214,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2019,TR-ТУРЦИЯ,30196540.52,0.22,KZ-КАЗАХСТАН,23148042.42,0.17,BY-БЕЛАРУСЬ,21313265.04,0.16,IN-ИНДИЯ,13263259.28,0.1,"KR-КОРЕЯ, РЕСПУБЛИКА",6035178.44,0.04
215,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2020,KZ-КАЗАХСТАН,21506692.32,0.18,TR-ТУРЦИЯ,20662065.21,0.17,BY-БЕЛАРУСЬ,19758031.26,0.16,IN-ИНДИЯ,12247008.83,0.1,AZ-АЗЕРБАЙДЖАН,5729312.97,0.05
216,"32-Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; типографская краска, чернила, тушь",2021,KZ-КАЗАХСТАН,30211269.87,0.22,BY-БЕЛАРУСЬ,27847676.95,0.2,UZ-УЗБЕКИСТАН,16196522.69,0.12,TR-ТУРЦИЯ,9682384.27,0.07,IN-ИНДИЯ,9029463.02,0.07
217,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2015,BY-БЕЛАРУСЬ,64900676.08,0.27,KZ-КАЗАХСТАН,61618511.34,0.25,UA-УКРАИНА,58668590.3,0.24,UZ-УЗБЕКИСТАН,9672698.76,0.04,TM-ТУРКМЕНИСТАН,5650974.13,0.02
218,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2016,BY-БЕЛАРУСЬ,76233128.38,0.27,KZ-КАЗАХСТАН,71372123.42,0.26,UA-УКРАИНА,42813602.2,0.15,UZ-УЗБЕКИСТАН,14802515.79,0.05,LV-ЛАТВИЯ,10826276.89,0.04
219,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2017,BY-БЕЛАРУСЬ,100411053.8,0.28,KZ-КАЗАХСТАН,94858875.3,0.26,UA-УКРАИНА,40940312.6,0.11,UZ-УЗБЕКИСТАН,18191278.1,0.05,AZ-АЗЕРБАЙДЖАН,13947393.3,0.04
220,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2018,BY-БЕЛАРУСЬ,120752357.24,0.33,KZ-КАЗАХСТАН,98514801.39,0.27,UA-УКРАИНА,30912254.91,0.08,UZ-УЗБЕКИСТАН,19128032.49,0.05,KG-КЫРГЫЗСТАН,13560619.92,0.04
221,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2019,BY-БЕЛАРУСЬ,115126047.46,0.29,KZ-КАЗАХСТАН,94111694.74,0.24,UA-УКРАИНА,29199570.97,0.07,UZ-УЗБЕКИСТАН,25234684.09,0.06,AZ-АЗЕРБАЙДЖАН,24611709.13,0.06
222,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2020,BY-БЕЛАРУСЬ,103515311.87,0.3,KZ-КАЗАХСТАН,74085552.48,0.21,UA-УКРАИНА,27745518.17,0.08,UZ-УЗБЕКИСТАН,24593405.9,0.07,AZ-АЗЕРБАЙДЖАН,17062108.04,0.05
223,"33-Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",2021,BY-БЕЛАРУСЬ,109637530.81,0.25,KZ-КАЗАХСТАН,101901660.13,0.23,UZ-УЗБЕКИСТАН,40259317.04,0.09,UA-УКРАИНА,26247391.87,0.06,AZ-АЗЕРБАЙДЖАН,25970282.18,0.06
224,34-Моющие средства и смазочные материалы,2015,KZ-КАЗАХСТАН,24230156.64,0.29,BY-БЕЛАРУСЬ,24197427.86,0.29,UA-УКРАИНА,10568827.1,0.13,UZ-УЗБЕКИСТАН,4106982.19,0.05,AZ-АЗЕРБАЙДЖАН,3462124.04,0.04
225,34-Моющие средства и смазочные материалы,2016,KZ-КАЗАХСТАН,42967652.85,0.39,BY-БЕЛАРУСЬ,30791201.69,0.28,KG-КЫРГЫЗСТАН,5370219.94,0.05,UA-УКРАИНА,5297561.05,0.05,AZ-АЗЕРБАЙДЖАН,4032564.79,0.04
226,34-Моющие средства и смазочные материалы,2017,KZ-КАЗАХСТАН,346914166.0,0.81,BY-БЕЛАРУСЬ,39998599.4,0.09,KG-КЫРГЫЗСТАН,8058766.5,0.02,UA-УКРАИНА,5180954.2,0.01,AM-АРМЕНИЯ,4913692.1,0.01
227,34-Моющие средства и смазочные материалы,2018,KZ-КАЗАХСТАН,132279841.47,0.6,BY-БЕЛАРУСЬ,43682269.81,0.2,KG-КЫРГЫЗСТАН,9168266.17,0.04,AM-АРМЕНИЯ,5738644.48,0.03,UZ-УЗБЕКИСТАН,4784691.66,0.02
228,34-Моющие средства и смазочные материалы,2019,KZ-КАЗАХСТАН,69805261.05,0.42,BY-БЕЛАРУСЬ,44921530.14,0.27,KG-КЫРГЫЗСТАН,10428467.51,0.06,AM-АРМЕНИЯ,6086566.65,0.04,AZ-АЗЕРБАЙДЖАН,5722610.1,0.03
229,34-Моющие средства и смазочные материалы,2020,KZ-КАЗАХСТАН,70010099.31,0.41,BY-БЕЛАРУСЬ,45977131.32,0.27,KG-КЫРГЫЗСТАН,8017316.8,0.05,AM-АРМЕНИЯ,7013775.16,0.04,UA-УКРАИНА,6109931.01,0.04
230,34-Моющие средства и смазочные материалы,2021,KZ-КАЗАХСТАН,77477436.31,0.41,BY-БЕЛАРУСЬ,48020676.85,0.26,AM-АРМЕНИЯ,8650942.77,0.05,KG-КЫРГЫЗСТАН,8456744.6,0.05,UZ-УЗБЕКИСТАН,7292050.86,0.04
231,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2015,BY-БЕЛАРУСЬ,5941211.79,0.44,KZ-КАЗАХСТАН,3294643.17,0.25,AZ-АЗЕРБАЙДЖАН,1001881.21,0.07,UA-УКРАИНА,804125.46,0.06,UZ-УЗБЕКИСТАН,535986.0,0.04
232,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2016,BY-БЕЛАРУСЬ,6170887.14,0.42,KZ-КАЗАХСТАН,4530956.98,0.31,UA-УКРАИНА,1089065.26,0.07,UZ-УЗБЕКИСТАН,585244.57,0.04,AZ-АЗЕРБАЙДЖАН,427517.53,0.03
233,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2017,BY-БЕЛАРУСЬ,7877623.8,0.4,KZ-КАЗАХСТАН,7340062.8,0.38,UA-УКРАИНА,1115291.5,0.06,TM-ТУРКМЕНИСТАН,579873.8,0.03,AZ-АЗЕРБАЙДЖАН,559824.3,0.03
234,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2018,KZ-КАЗАХСТАН,7035909.6,0.39,BY-БЕЛАРУСЬ,6175232.66,0.34,UA-УКРАИНА,903805.22,0.05,AZ-АЗЕРБАЙДЖАН,844795.02,0.05,TM-ТУРКМЕНИСТАН,806466.09,0.04
235,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2019,KZ-КАЗАХСТАН,6121101.04,0.37,BY-БЕЛАРУСЬ,5641765.3,0.34,UA-УКРАИНА,931729.04,0.06,AZ-АЗЕРБАЙДЖАН,645927.45,0.04,UZ-УЗБЕКИСТАН,638357.39,0.04
236,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2020,KZ-КАЗАХСТАН,7303968.61,0.4,BY-БЕЛАРУСЬ,6133201.87,0.33,UA-УКРАИНА,1025064.88,0.06,UZ-УЗБЕКИСТАН,722412.21,0.04,AZ-АЗЕРБАЙДЖАН,564626.74,0.03
237,35-Белковые вещества; модифицированные крахмалы; клеи; ферменты,2021,KZ-КАЗАХСТАН,9223787.96,0.44,BY-БЕЛАРУСЬ,6084813.69,0.29,UA-УКРАИНА,1034633.43,0.05,UZ-УЗБЕКИСТАН,823568.76,0.04,AM-АРМЕНИЯ,739321.58,0.04
238,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2015,IN-ИНДИЯ,10142638.7,0.55,VN-ВЬЕТНАМ,2914806.53,0.16,AO-АНГОЛА,2905536.0,0.16,KZ-КАЗАХСТАН,1852665.41,0.1,CY-КИПР,193570.0,0.01
239,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2016,KZ-КАЗАХСТАН,2929095.09,0.57,VE-ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА,690421.2,0.14,IN-ИНДИЯ,520491.37,0.1,KG-КЫРГЫЗСТАН,452508.64,0.09,DZ-АЛЖИР,261050.94,0.05
240,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2017,IN-ИНДИЯ,5870706.4,0.41,KZ-КАЗАХСТАН,4272424.8,0.3,VN-ВЬЕТНАМ,1663186.0,0.12,KG-КЫРГЫЗСТАН,946631.5,0.07,DZ-АЛЖИР,399684.6,0.03
241,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2018,KZ-КАЗАХСТАН,3500709.28,0.46,DZ-АЛЖИР,1199053.8,0.16,PL-ПОЛЬША,1136436.64,0.15,UZ-УЗБЕКИСТАН,407282.15,0.05,BG-БОЛГАРИЯ,371187.54,0.05
242,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2019,KZ-КАЗАХСТАН,3237692.85,0.47,KG-КЫРГЫЗСТАН,1482838.23,0.21,EG-ЕГИПЕТ,758200.0,0.11,AM-АРМЕНИЯ,591729.55,0.09,BY-БЕЛАРУСЬ,268462.53,0.04
243,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2020,DZ-АЛЖИР,12208462.74,0.73,KZ-КАЗАХСТАН,3223619.52,0.19,KG-КЫРГЫЗСТАН,744156.0,0.04,BY-БЕЛАРУСЬ,166558.19,0.01,CY-КИПР,131436.0,0.01
244,36-Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,2021,AB-АБХАЗИЯ,0.0,,AE-ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,0.0,,OM-ОМАН,0.0,,NNN-НЕИЗВЕСТНАЯ СТРАНА,0.0,,NL-НИДЕРЛАНДЫ,0.0,
245,37-Фото- и кинотовары,2015,BY-БЕЛАРУСЬ,3108987.64,0.63,KZ-КАЗАХСТАН,1512558.08,0.31,UA-УКРАИНА,158668.21,0.03,KG-КЫРГЫЗСТАН,58142.33,0.01,UZ-УЗБЕКИСТАН,36488.41,0.01
246,37-Фото- и кинотовары,2016,BY-БЕЛАРУСЬ,2327770.31,0.58,KZ-КАЗАХСТАН,1321355.47,0.33,CH-ШВЕЙЦАРИЯ,122068.4,0.03,UZ-УЗБЕКИСТАН,84945.1,0.02,UA-УКРАИНА,35164.05,0.01
247,37-Фото- и кинотовары,2017,BY-БЕЛАРУСЬ,3469512.3,0.52,KZ-КАЗАХСТАН,2015008.3,0.3,NL-НИДЕРЛАНДЫ,699880.0,0.11,UZ-УЗБЕКИСТАН,199715.1,0.03,UA-УКРАИНА,96381.3,0.01
248,37-Фото- и кинотовары,2018,BY-БЕЛАРУСЬ,5033499.8,0.62,KZ-КАЗАХСТАН,2138091.05,0.27,JP-ЯПОНИЯ,198438.55,0.02,UZ-УЗБЕКИСТАН,190766.77,0.02,AM-АРМЕНИЯ,178821.14,0.02
249,37-Фото- и кинотовары,2019,BY-БЕЛАРУСЬ,6170525.33,0.6,KZ-КАЗАХСТАН,3186139.15,0.31,AM-АРМЕНИЯ,301215.47,0.03,UZ-УЗБЕКИСТАН,183791.06,0.02,DE-ГЕРМАНИЯ,110272.24,0.01
250,37-Фото- и кинотовары,2020,BY-БЕЛАРУСЬ,6030828.44,0.59,KZ-КАЗАХСТАН,2872205.57,0.28,DE-ГЕРМАНИЯ,368984.55,0.04,UZ-УЗБЕКИСТАН,312087.0,0.03,AM-АРМЕНИЯ,295163.82,0.03
251,37-Фото- и кинотовары,2021,BY-БЕЛАРУСЬ,7067825.79,0.56,KZ-КАЗАХСТАН,3765575.42,0.3,AM-АРМЕНИЯ,487494.14,0.04,UZ-УЗБЕКИСТАН,469794.07,0.04,PL-ПОЛЬША,139912.89,0.01
252,38-Прочие химические продукты,2015,KZ-КАЗАХСТАН,12155107.89,0.19,BY-БЕЛАРУСЬ,9208850.71,0.14,UA-УКРАИНА,8793480.82,0.14,TR-ТУРЦИЯ,8554853.94,0.13,UZ-УЗБЕКИСТАН,4130787.79,0.06
253,38-Прочие химические продукты,2016,KZ-КАЗАХСТАН,19432266.02,0.32,BY-БЕЛАРУСЬ,11772402.77,0.19,US-СОЕДИНЕННЫЕ ШТАТЫ,3612560.5,0.06,UA-УКРАИНА,2773668.11,0.05,EG-ЕГИПЕТ,2432107.85,0.04
